,date,season,episode,character,line,action,episode_num
7966,"11 March, 2001",3,10,Fry,Get outta here! What's Andy up to these days?,,"36
"
7967,"11 March, 2001",3,10,Andy,The short answer is I'm teaching.,,"36
"
7968,"11 March, 2001",3,10,Leela,He seemed nice.,,"36
"
7969,"11 March, 2001",3,10,Fry,Sure. When he's sober!,,"36
"
7970,"11 March, 2001",3,10,Fry,Holy camolies! The house I grew up in. It's still there!,,"36
"
7971,"11 March, 2001",3,10,Bender,"Man, Father Time really took a bat to this place.",,"36
"
7972,"11 March, 2001",3,10,Yancy,That stupid clover is a worthless piece of garbage! Give it! Give it! Give it!,,"36
"
7973,"11 March, 2001",3,10,Fry,Mom! Help!,shouting; from outside,"36
"
7974,"11 March, 2001",3,10,Mrs. Fry,Yes!,,"36
"
7975,"11 March, 2001",3,10,Fry,"Mom, Yancy's trying to steal my clover.",,"36
"
7976,"11 March, 2001",3,10,Mrs. Fry,"Yancy, stealing is wrong.",uninterested,"36
"
7977,"11 March, 2001",3,10,Yancy,"Come back here, you! I'm gonna pile drive you! You're dead meat!",Fry runs into the basement and locks the door behind him.,"36
"
7978,"11 March, 2001",3,10,Mr. Fry,What's happenin' up there? Did Kremlin Joe let fly with the nukes?,,"36
"
7979,"11 March, 2001",3,10,Fry,"Not yet, commander. Yancy's just trying to steal my stuff as usual.",,"36
"
7980,"11 March, 2001",3,10,Mr. Fry,Well he'd better keep his hands off these bananas. Gonna need them when the radiation turns us all into monkeys.,,"36
"
7981,"11 March, 2001",3,10,Fry,"The Ronco Record Vault! Yancy'll never get his hands on you in here or my money back. Ah, The Breakfast Club soundtrack. Man, I can't wait till I'm old enough to feel ways about stuff. Stay safe, clover. I may need you again someday.","He opens the vault, flips through some records and takes one out.He slips the clover into the record sleeve and puts it back into the vault and closes it.","36
"
7982,"11 March, 2001",3,10,Fry,This was the storage room. My dad spent years turning it into a bomb shelter.,,"36
"
7983,"11 March, 2001",3,10,Leela,And yet you guys never had a single nuclear war.,,"36
"
7984,"11 March, 2001",3,10,Bender,What a waste.,,"36
"
7985,"11 March, 2001",3,10,Fry,This is it. My Ronco Record Vault. I still remember the combination: Three. It's stuck!,He blows the dust off it.He turns the dial and tries to open the door.,"36
"
7986,"11 March, 2001",3,10,Bender,The Achilles heel of the Ronco design is its structural resonance frequency. Allow me. There we go!,"He cracks his knuckles, puts his hand on the top of the vault and starts vibrating it. The room starts to shake around them, plaster falls from the ceiling and furniture shakes. Leela looks around. Bender's head vibrates right off his body and lands on the floor. The vault door opens.","36
"
7987,"11 March, 2001",3,10,Fry,Here it is. The Breakfast Club soundtrack.,,"36
"
7988,"11 March, 2001",3,10,Bender,"You mean ""breakfast club sandwich""?",,"36
"
7989,"11 March, 2001",3,10,Fry,I hid my seven-leaf clover in this very record jacket so my brother Yancy wouldn't get it. Here goes. It's gone! The whole place has been cleaned out! Yancy stole my clover! That thief!,He takes a deep breath.He reaches into the sleeve.He takes the record out and sticks his head into the sleeve.,"36
"
7990,"11 March, 2001",3,10,Leela,How do you know it didn't disintegrate?,,"36
"
7991,"11 March, 2001",3,10,Fry,Everything else in here held up OK.,,"36
"
7992,"11 March, 2001",3,10,Bender,Except Sports by Huey Lewis.,,"36
"
7993,"11 March, 2001",3,10,Fry,I don't know why my brother hated me so much.,,"36
"
7994,"11 March, 2001",3,10,Leela,"Oh, brothers always fight. I'm sure deep down he loved you. He just never got a chance to say it before you got frozen.",,"36
"
7995,"11 March, 2001",3,10,Fry,You think? 'Cause I always kinda wished that--,,"36
"
7996,"11 March, 2001",3,10,Bender,Who is that God-like figure?,,"36
"
7997,"11 March, 2001",3,10,Fry,"It's my brother, Yancy! And there, in his lapel, my seven-leaf clover! I knew he stole it.",,"36
"
7998,"11 March, 2001",3,10,Leela,"Hold the phone. If that's Yancy, why does the inscription say Philip J. Fry?",,"36
"
7999,"11 March, 2001",3,10,Fry,Wait a second. That's my name! Good Lord. He ditched his goofy name and stole mine!,,"36
"
8000,"11 March, 2001",3,10,Bender,"Apparently this brave Adonis, this Cadillac of men, was the first person on Mars.",,"36
"
8001,"11 March, 2001",3,10,Fry,"First person on Mars? I should have been the first person on Mars. He stole my clover, he stole my name and he stole my life. And now he broke my hand!",He punches the statue.,"36
"
8002,"11 March, 2001",3,10,Bender,His legend lives on.,,"36
"
8003,"11 March, 2001",3,10,Farnsworth,So you opened the record vault and the clover was gone?,,"36
"
8004,"11 March, 2001",3,10,Bender,Yep. Nothing in there but all the best music of the 1980's in one amazing collection.,,"36
"
8005,"11 March, 2001",3,10,Leela,"Survivor, Pat Benatar, The Scorpions. The list goes on.",,"36
"
8006,"11 March, 2001",3,10,Fry,That clover helped my ratfink brother steal my dream of going into space. Now I'll never get there.,,"36
"
8007,"11 March, 2001",3,10,Leela,You went there this morning for doughnuts.,,"36
"
8008,"11 March, 2001",3,10,Hermes,"First person on Mars? Oh, so your brother was that Philip J. Fry.",,"36
"
8009,"11 March, 2001",3,10,Fry,I'm Philip J. Fry! He stole my name after I got frozen.,,"36
"
8010,"11 March, 2001",3,10,Farnsworth,"Shut up, friends. My Internet browser heard us saying the word ""Fry"" and it found a movie about Philip J. Fry for us. It also opened my calendar to Friday and ordered me some French fries.",The staff gather around.,"36
"
8011,"11 March, 2001",3,10,Narrator,"Philip J. Fry: Astronaut, philanthropist, entrepreneur was a great man truly worthy of narration. Fry was the first man on Mars ... ... a feat that has never since been equalled.",voice-over; in movieThe scene changes to a man planting the American flag on Mars.,"36
"
8012,"11 March, 2001",3,10,Fry,That should have been me!,,"36
"
8013,"11 March, 2001",3,10,Narrator,The ever-lucky Fry made his fortune after striking oil in the bathroom of the mansion he had won in a lottery.,voice-over; in movie,"36
"
8014,"11 March, 2001",3,10,Fry,That's my clover! Yancy stole it!,,"36
"
8015,"11 March, 2001",3,10,Narrator,"After a whirlwind fling with Icelandic supermodel Njörd, Fry scored a string of top 10 hits with his rock band Leaf Seven, known for their hypnotic rhythms, driving baselines and memorable hooks.",voice-over; in movie,"36
"
8016,"11 March, 2001",3,10,Fry,That's what I'm known for!,,"36
"
8017,"11 March, 2001",3,10,Man,"Phil came in, right, strummed out this tune, yeah, and I said, ""That's a number one record!""",in movie,"36
"
8018,"11 March, 2001",3,10,Narrator,"Today, Fry spends most of his time in his grave in Orbiting Meadows National Cemetery, buried with the trademark seven-leaf clover that will bring him luck in the next life, perhaps some Egyptians believe.",voice-over; in movie,"36
"
8019,"11 March, 2001",3,10,Fry,"So that's where my clover is? Hey, is that orbiting cemetery near here?",,"36
"
8020,"11 March, 2001",3,10,Leela,It will be in a couple hours.,,"36
"
8021,"11 March, 2001",3,10,Fry,"Good. Leela, Bender, we're going grave robbing.",,"36
"
8022,"11 March, 2001",3,10,Bender,I'll get my kit.,,"36
"
8023,"11 March, 2001",3,10,Yancy,"Thanks for lending me your tux, Dad. It'll be perfect for my wedding.",,"36
"
8024,"11 March, 2001",3,10,Mr. Fry,"Yancy, that tux got me through 'Nam in style. I just wish your brother were still around to see this.",He sighs.,"36
"
8025,"11 March, 2001",3,10,Mrs. Fry,"I'll never forget the day Philip disappeared. Wisconsin won the Rose Bowl 17-9. Oh, I miss him.",,"36
"
8026,"11 March, 2001",3,10,Yancy,"Oh, that reminds me: I was thinking I'd rummage through Phil's records for something to play at the wedding.",,"36
"
8027,"11 March, 2001",3,10,Mrs. Fry,Have a look downstairs. Your brother may be missing but his crap sure isn't.,,"36
"
8028,"11 March, 2001",3,10,Yancy,"Hmm, Breakfast Club. This'll clear out the room at the end of the reception.",,"36
"
8029,"11 March, 2001",3,10,Leela,They buried your brother in the World Heroes section? I'm impressed.,,"36
"
8030,"11 March, 2001",3,10,Fry,I should be the one in that grave!,,"36
"
8031,"11 March, 2001",3,10,Fry,Hmm. We lost Bender.,,"36
"
8032,"11 March, 2001",3,10,Bender,There! Now no one will be able to say I don't own John Larroquette's spine.,,"36
"
8033,"11 March, 2001",3,10,Fry,Aha! My brother's grave!,,"36
"
8034,"11 March, 2001",3,10,Leela,"Philip Fry, the original Martian.",reading,"36
"
8035,"11 March, 2001",3,10,Fry,"It's all lies, every word of it! He wasn't original, he wasn't a Martian, he wasn't Philip Fry and since when is he a the?",,"36
"
8036,"11 March, 2001",3,10,Bender,You're twice the the he ever was.,,"36
"
8037,"11 March, 2001",3,10,Fry,It's clovering time!,,"36
"
8038,"11 March, 2001",3,10,Yancy's wife,"So, had any ideas for names, Yancy?",,"36
"
8039,"11 March, 2001",3,10,Yancy,"Uh, I'm sorta thinking one. Daddy has a present for you today. Do you know what it is? It's a lucky clover that can help you be successful whatever you do -- even breakdancing -- and it once belonged to someone very special.",She hands him the baby.He pulls the clover out of his pocket.,"36
"
8040,"11 March, 2001",3,10,Yancy's wife,I know what name you wanna give him Yancy. It's OK.,,"36
"
8041,"11 March, 2001",3,10,Yancy,"Really? Son, I'm naming you Philip J. Fry in honour of my little brother, who I miss every day. I love you, Philip, and I always will.",She nods.,"36
"
8042,"11 March, 2001",3,10,Fry,"Here lies Philip J. Fry, named for his uncle to carry on his spirit.",reading,"36
"
8043,"11 March, 2001",3,10,Bender,"Pay dirt! I got the clover! Plus his wedding ring. Sorry, ladies, I'm taken! Hey, Fry, you want me to smack the corpse up a little?",He puts it on and flashes it around.,"36
"
8044,"11 March, 2001",3,10,Leela,"Uh, Bender, I think Fry needs a moment alone.",,"36
"
8045,"11 March, 2001",3,10,Bender,"Alright, grab a shovel. I'm only one skull short of a Mouseketeer reunion.",,"36
"
8046,"4 March, 2001",3,9,Leela,"Fry, I know those cookies are fresh-a-licious but they produce an awful lot of trash.",,"37
"
8047,"4 March, 2001",3,9,Bender,Ah!,,"37
"
8048,"4 March, 2001",3,9,Leela,"And, Bender, that aerosol head spray makes your antenna smell nice--",,"37
"
8049,"4 March, 2001",3,9,Bender,Thank you.,,"37
"
8050,"4 March, 2001",3,9,Leela,But it's doing long-term damage to the planet.,,"37
"
8051,"4 March, 2001",3,9,Bender,So? It's not like it's the only one we've got.,,"37
"
8052,"4 March, 2001",3,9,Farnsworth,"Good news, everyone! I'm sending you on an extremely controversial mission.",,"37
"
8053,"4 March, 2001",3,9,Fry,Controversial?,,"37
"
8054,"4 March, 2001",3,9,Farnsworth,"Oh, my, no.",,"37
"
8055,"4 March, 2001",3,9,Farnsworth,"For this highly controversial mission you'll be towing the Juan Valdez, an orbiting supertanker full of rich Columbian dark matter.",,"37
"
8056,"4 March, 2001",3,9,Leela,Dark matter oil? What if we hit something? The tanker could leak.,,"37
"
8057,"4 March, 2001",3,9,Farnsworth,"Impossible! The tanker has 6,000 hulls. So, unlike me, it's entirely leak-proof. Now, once you've hauled the tanker past the protestors--",He presses a button and an enlarged holographic cross-section of the tanker appears.He points at a new hologram with the fing-longer.,"37
"
8058,"4 March, 2001",3,9,Leela,Protestors?,,"37
"
8059,"4 March, 2001",3,9,Farnsworth,"Correct. 6,000 hulls.",,"37
"
8060,"4 March, 2001",3,9,Leela,Why do we have to fly within three feet of this penguin preserve on Pluto?,,"37
"
8061,"4 March, 2001",3,9,Farnsworth,To avoid the tollbooth.,whispering,"37
"
8062,"4 March, 2001",3,9,Fry,"OK, she's all restocked with emergency jam. Let's get going.",,"37
"
8063,"4 March, 2001",3,9,Leela,"At the risk of sounding negative: No! Look, Professor, I can't participate in this mission.",,"37
"
8064,"4 March, 2001",3,9,Farnsworth,What are you yapping about?,,"37
"
8065,"4 March, 2001",3,9,Leela,"This time it's your reckless disregard for the environment. In fact, I'm gonna go join those protestors.",,"37
"
8066,"4 March, 2001",3,9,Farnsworth,This is an outrage! I demand you hand over your captain's jacket.,,"37
"
8067,"4 March, 2001",3,9,Leela,This is my normal jacket. I've had it for 10 years.,,"37
"
8068,"4 March, 2001",3,9,Farnsworth,"I said hand it over! Well, Fry, or should I say Captain Fry? No, I shouldn't. Because Bender is the new captain!","She takes it off, throws it at him and storms out.He holds the jacket out to him then pulls it away.","37
"
8069,"4 March, 2001",3,9,Fry,Bender?,,"37
"
8070,"4 March, 2001",3,9,Farnsworth,"That's right. Being captain is about intuition and heart. A good captain can't have either one. That's why cold, logical Bender is perfect for the job.",,"37
"
8071,"4 March, 2001",3,9,Bender,"Well, I do think of human life as expendable.",,"37
"
8072,"4 March, 2001",3,9,Fry,No fair! Leela was training me to be captain. She even let me sit in her lap and steer -- in this comic I drew.,,"37
"
8073,"4 March, 2001",3,9,Zoidberg,Ooh! The new one's out!,,"37
"
8074,"4 March, 2001",3,9,Bender,"Fry, the title of captain may inflate the human ego, but it's beneath the notice of my mighty robo-logic. Now look spry, men! We launch at six bells!",He puts a blue Napoleon-like hat on and stands up.,"37
"
8075,"4 March, 2001",3,9,Waterfall Sr.,"Greetings, Econauts. I'm Free Waterfall Sr., founder of Penguins Unlimited. Whoa! No, no! No applause. Every time you clap your hands you kill thousands of spores that'll some day form a nutritious fungus. Just show your approval with a mould-friendly thumbs up. Please hold your thumbs until the end. Now, folks, it's time to stop that tanker with a non-violent human circle.",The crowd applauds.The crowd thumbs-ups.,"37
"
8076,"4 March, 2001",3,9,Leela,Why do we have to resort to non-violence? Can't we just kick their asses?,standing up,"37
"
8077,"4 March, 2001",3,9,Waterfall Sr.,"Now, little lady, those people's asses are living things too.",,"37
"
8078,"4 March, 2001",3,9,Bender,"Aye! We're hitched up tighter than Davy Jones' U-Haul! At ease, men.",,"37
"
8079,"4 March, 2001",3,9,Fry,I am at ease.,,"37
"
8080,"4 March, 2001",3,9,Bender,"Mr. Fry, I like to give my first mate an informal nickname. From now on you will be known as ... Wiggles!",,"37
"
8081,"4 March, 2001",3,9,Fry,The hell I will! Have you even read the Captain's Handbook?,,"37
"
8082,"4 March, 2001",3,9,Bender,I have now. And what's Peter Parrot's first rule of captaining?,,"37
"
8083,"4 March, 2001",3,9,Fry,Always respect the chain o' command ... captain.,,"37
"
8084,"4 March, 2001",3,9,Bender,"Correct, Wiggles. You've just earned an invitation to the captain's table",,"37
"
8085,"4 March, 2001",3,9,Zoidberg,The captain's table! What an honour!,whispering,"37
"
8086,"4 March, 2001",3,9,Waterfall Sr.,Our peace ring has 'em trapped like a tiger in a washing machine!,,"37
"
8087,"4 March, 2001",3,9,Leela,Get ready!,,"37
"
8088,"4 March, 2001",3,9,Protestor #1,Look out!,,"37
"
8089,"4 March, 2001",3,9,Protestor #2,Hold on!,,"37
"
8090,"4 March, 2001",3,9,Waterfall Sr.,Here they come!,,"37
"
8091,"4 March, 2001",3,9,Leela,"When you were planning this peace ring, didn't you realise spaceships can move in three dimensions?",,"37
"
8092,"4 March, 2001",3,9,Waterfall Sr.,"No, I did not.",,"37
"
8093,"4 March, 2001",3,9,Waterfall Sr.,"Folks, that tanker gave us the slip, but we'll stop 'em here on Pluto. If you're cold, rub your bodies with permafrost. It's nature's long johns. If rubbing frozen dirt in your crotch is wrong, hey, I don't wanna be right!","He picks up some snow, puts his hand down his trousers and rubs it around.","37
"
8094,"4 March, 2001",3,9,Waterfall Sr.,This here is our penguin preserve.,,"37
"
8095,"4 March, 2001",3,9,Leela,Aw! They're so cute! They're like if puppies and kittens could have babies!,,"37
"
8096,"4 March, 2001",3,9,Waterfall Sr.,We use hand puppets around the young'uns to simulate a natural environment.,,"37
"
8097,"4 March, 2001",3,9,Leela,That's adorable!,,"37
"
8098,"4 March, 2001",3,9,Bender,"But I suppose it's this medal I'm most proud of, Wiggles. I won it for saving the children of Earth from a giant kangaroo. It was on the Australian news, you probably didn't see it.",,"37
"
8099,"4 March, 2001",3,9,Zoidberg,Brilliant!,,"37
"
8100,"4 March, 2001",3,9,Fry,"Would you cram a sock in it, Bender? Those aren't even medals, they're bottle-caps and pepperoni slices!",,"37
"
8101,"4 March, 2001",3,9,Bender,"Thank you, steward. Wiggles, weren't you about to propose a toast to your gallant captain?",,"37
"
8102,"4 March, 2001",3,9,Fry,"Fine, I've got a toast. To Captain Bender, he's the best ... ... at being a big jerk who's stupid and his big, ugly face is as dumb as a butt.",Bender swirls his glass around.,"37
"
8103,"4 March, 2001",3,9,Bender,"Eh, I've heard better.",,"37
"
8104,"4 March, 2001",3,9,Fry,If I were in charge I wouldn't treat you like this. You're nothing but a big blowhard.,,"37
"
8105,"4 March, 2001",3,9,Bender,"Sir, you forget yourself! Shut up!",,"37
"
8106,"4 March, 2001",3,9,Fry,Being captain is obviously more important to you than being my friend. I'm going.,,"37
"
8107,"4 March, 2001",3,9,Bender,Going? But a captain can't drink without his first mate.,,"37
"
8108,"4 March, 2001",3,9,Zoidberg,You can drink with me maybe?,,"37
"
8109,"4 March, 2001",3,9,Bender,I don't feel like drinking.,,"37
"
8110,"4 March, 2001",3,9,Zoidberg,"Then, if you'll excuse me, I see some ravioli that only has two shoe prints on it. Three.",Bender walks through it.,"37
"
8111,"4 March, 2001",3,9,Bender,"Oh, Greenland is a barren land,A land that bears no green,Where there's ice and snow,And the whale fishes blow,And the--",singing,"37
"
8112,"4 March, 2001",3,9,Zoidberg,"Captain, please, have some liquor. You robots need alcohol to function.",,"37
"
8113,"4 March, 2001",3,9,Bender,Gah! I once knew a guy ... you look like him. But he wasn't either. I'm a good captain.,soberHis hat tumbles off and he groans.,"37
"
8114,"4 March, 2001",3,9,Zoidberg,"Please, sir, I love you like a father!",,"37
"
8115,"4 March, 2001",3,9,Protestor #3,"Here they come. Oh, I hope they read my sign!",,"37
"
8116,"4 March, 2001",3,9,Leela,Bender's flying too low! And he's upside-down!,,"37
"
8117,"4 March, 2001",3,9,Protestor #3,He must be talking on a cell phone!,,"37
"
8118,"4 March, 2001",3,9,Fry,What's happening?,,"37
"
8119,"4 March, 2001",3,9,Zoidberg,"All 6,000 hulls have been breached!",,"37
"
8120,"4 March, 2001",3,9,Fry,"Oh, the fools! If only they'd built it with 6,001 hulls! When will they learn?",,"37
"
8121,"4 March, 2001",3,9,Linda,Continuing our coverage of a tragic but far away story. The crisis on Pluto worsens as dark matter spreads throughout the penguin habitat. The images are truly horrific.,solemn; on TVupbeatsolemn,"37
"
8122,"4 March, 2001",3,9,Leela,"I don't think any of us can understand how those poor, oil-drenched penguins feel.",on TV,"37
"
8123,"4 March, 2001",3,9,Morbo,"Oily humanoid! At the time of the crash, the tanker captain had an alcohol level of .08 percent -- well below the legal limit for robots.",on TVLinda chuckles.,"37
"
8124,"4 March, 2001",3,9,Hyper-Chicken,"Son, as your lawyer, I declare y'all are in a 12-piece bucket o' trouble. But I done struck you a deal: Five hours of community service cleanin' up that ol' mess you caused.",,"37
"
8125,"4 March, 2001",3,9,Bender,"Five hours? Aw, man! Couldn't you just got me the death penalty?",,"37
"
8126,"4 March, 2001",3,9,Hyper-Chicken,I'd have done better but it's plum hard pleadin' a case while awaitin' trial for that there incompetence!,,"37
"
8127,"4 March, 2001",3,9,Bender,"Yeah, uh, good luck with that.",,"37
"
8128,"4 March, 2001",3,9,Leela,Now you stay away from those puffin twins.,,"37
"
8129,"4 March, 2001",3,9,Waterfall Sr.,"Good way to avoid frostbite, folks: Put your hands between your buttocks. That's nature's pocket.",,"37
"
8130,"4 March, 2001",3,9,Leela,Uh ... I think I'll go check on Bender.,,"37
"
8131,"4 March, 2001",3,9,Waterfall Sr.,Watch that he doesn't pick your pocket.,,"37
"
8132,"4 March, 2001",3,9,Bender,"Ah, can't beat fresh-squeezed!",,"37
"
8133,"4 March, 2001",3,9,Leela,"Bender, can you at least pretend you're being punished? And clean the black parts too.",She runs her finger over a penguin's black feathers.,"37
"
8134,"4 March, 2001",3,9,Smitty,Are they black with white feathers or white with black feathers?,,"37
"
8135,"4 March, 2001",3,9,URL,"It don't matter, baby, they're all beautiful!",,"37
"
8136,"4 March, 2001",3,9,Bender,"Yo, screws, more Tegrin over here? Oh, ho! What's this?",He sees them hugging.,"37
"
8137,"4 March, 2001",3,9,URL,"Aw, man! He got away!",,"37
"
8138,"4 March, 2001",3,9,Smitty,I guess this is why Chief says no hugging.,,"37
"
8139,"4 March, 2001",3,9,Waterfall Sr.,"Good work, everyone. I suggest you all go get some sleep. Me, well, I'm gonna stay up all night singing songs about penguins in a fine, piercing tenor.",,"37
"
8140,"4 March, 2001",3,9,Leela,"Has anyone seen Bender? Bender? Here robot, robot, robot.",shoutingShe pats her knee.,"37
"
8141,"4 March, 2001",3,9,Leela,"Hey, why weren't you Kong donkeys outside cleaning up?",,"37
"
8142,"4 March, 2001",3,9,Zoidberg,They sent us inside for doing an unsatisfactory job. And eating penguin eggs.,Yolk drips from his mouth.ashamed,"37
"
8143,"4 March, 2001",3,9,Fry,"You ate most of them. So, where's Captain Bender? Off catastrophising some other planet?",,"37
"
8144,"4 March, 2001",3,9,Zoidberg,"Damnit, Fry! He may have done wrong, but he's still your captain.",,"37
"
8145,"4 March, 2001",3,9,Leela,I'm worried about him. He didn't come back with the group.,,"37
"
8146,"4 March, 2001",3,9,Fry,He didn't?,,"37
"
8147,"4 March, 2001",3,9,Leela,"No, and with wind-chill it's 20 degrees below absolute zero. I'd better go find him.",,"37
"
8148,"4 March, 2001",3,9,Fry,"Wait. Let me. Bender and I have our disagreements, but we're still friends and I'm gonna show him what that means. To the ship.",He puts on Leela's jacket and Bender's hat.,"37
"
8149,"4 March, 2001",3,9,Leela,Why don't you just walk? He was only about 20 yards from here.,,"37
"
8150,"4 March, 2001",3,9,Fry,"Madam, I am in command now.",,"37
"
8151,"4 March, 2001",3,9,Zoidberg,"Such a man! I'd follow him to hell and back, I would.",,"37
"
8152,"4 March, 2001",3,9,Bender,"What the--? What's this water made of, ice? Forget this!",The penguins and he dive into some water. Bender comes up to the surface.,"37
"
8153,"4 March, 2001",3,9,Penguin #1,Full of fish?,in penguin,"37
"
8154,"4 March, 2001",3,9,Bender,Not entirely.,in penguin,"37
"
8155,"4 March, 2001",3,9,Penguin #1,Then let's fish.,in penguin,"37
"
8156,"4 March, 2001",3,9,Zoidberg,"Captain, I don't think we're on Pluto any longer. In fact, we may have left space as we know it.",,"37
"
8157,"4 March, 2001",3,9,Fry,Then where are we? You said you knew how to navigate.,,"37
"
8158,"4 March, 2001",3,9,Zoidberg,Stop yelling at me!,shouting,"37
"
8159,"4 March, 2001",3,9,Waterfall Sr.,"Folks, it's worse than we thought. Seems dark matter is nature's sex drug. It's like a perverted trail mix of penguin oestrogen, penguin Viagra and Spanish penguin fly. Why, it's making them ultra-fertile.",,"37
"
8160,"4 March, 2001",3,9,Leela,How ultra?,,"37
"
8161,"4 March, 2001",3,9,Waterfall Sr.,"Well your garden variety penguin lays one egg a year. Since the spill our penguins have been laying six eggs every 15 minutes. Also, the eggs hatch in only 12 hours. Also, the males are laying eggs.",The hippies gasp.The hippies gasp again.,"37
"
8162,"4 March, 2001",3,9,Doctor,This man is over-gasped.,,"37
"
8163,"4 March, 2001",3,9,Waterfall Sr.,If the birds keep multiplying there'll soon be too many to count. Before long the penguins will exhaust their food supply and starve to death.,Behind him a video clip of a skinny penguin appears.,"37
"
8164,"4 March, 2001",3,9,Leela,"Oh, if only we hadn't flown penguins to Pluto and dumped oil on them, this might never have happened. Can't we stop them from multiplying?",,"37
"
8165,"4 March, 2001",3,9,Waterfall Sr.,"Yes, I reckon it is our responsibility. And thankfully we have a plan.",,"37
"
8166,"4 March, 2001",3,9,Leela,What is it? We'll do anything.,,"37
"
8167,"4 March, 2001",3,9,Waterfall Sr.,"Everyone, grab your guns. I declare penguin hunting season officially open.",,"37
"
8168,"4 March, 2001",3,9,Leela,You can't shoot penguins. Isn't there some way to keep them from breeding?,,"37
"
8169,"4 March, 2001",3,9,Waterfall Sr.,"Cold showers don't work on Antarctic creatures. Now surely you agree that a quick, semi-painless death is a damn sight better than weeks of starvation.",,"37
"
8170,"4 March, 2001",3,9,Leela,"Well, I suppose... But-- I mean-- I joined Penguins Unlimited to love penguins, not to hunt them.",,"37
"
8171,"4 March, 2001",3,9,Waterfall Sr.,This time the two are one and the same! Now are you with us or are you gonna let innocent penguins suffer?,,"37
"
8172,"4 March, 2001",3,9,Leela,"Oh, God! It's inhuman! It's like Hong Kong! I'll do it!",crying,"37
"
8173,"4 March, 2001",3,9,Waterfall Sr.,That's a good old-fashioned gun. Simple point-and-click interface. Rifle check!,,"37
"
8174,"4 March, 2001",3,9,Hunter #1,"Oh, yeah!",,"37
"
8175,"4 March, 2001",3,9,Hunter #2,Wee doggy!,,"37
"
8176,"4 March, 2001",3,9,Leela,"Hey, you're enjoying this.",,"37
"
8177,"4 March, 2001",3,9,Waterfall Sr.,"Look, nobody enjoys shooting penguins. But if you have to shoot penguins, well, you might as well enjoy it.",,"37
"
8178,"4 March, 2001",3,9,Leela,"I'm sorry, but if it's fun in any way it's not environmentalism.",,"37
"
8179,"4 March, 2001",3,9,Waterfall Sr.,"Oh, really? How 'bout blowing up dams?",,"37
"
8180,"4 March, 2001",3,9,Leela,Yeah ... that is fun.,,"37
"
8181,"4 March, 2001",3,9,Waterfall Sr.,Let's conservate!,,"37
"
8182,"4 March, 2001",3,9,Zoidberg,"It's been an honour to serve under you, sir!",shouting; from ship,"37
"
8183,"4 March, 2001",3,9,Leela,"Alright, this is for their own good. Don't leave orphans. Gotta kill entire families. But they're so cute. No! You can do this. It's just like murdering a little butler. I-I can't look. Oh, no! What have I done? Oh, you poor little guy! I'm so sorry I-- Bender? Bend. 2 Cheese It! He stands up and takes the bullet out of his head. Leela stops crying. What's going on? Were you hiding out with these little guys?",She looks down the gunsight.She shakes as she starts to squeeze the trigger. A tear streams down her face. She shoots and the penguins squawk and run away.cryingShe runs down the hillside. The penguins are gathered around a dead penguin. Leela falls to her knees and cries.Bender opens his eyes and resets to Human Mode. He loads the human language and brings up his task list. 1,"37
"
8184,"4 March, 2001",3,9,Bender,Of course not. Filthy ice rats! Scat! Shoo! Gah! What are you doing? Get away!,The penguins rub against him.,"37
"
8185,"4 March, 2001",3,9,Leela,Aw! They love you!,,"37
"
8186,"4 March, 2001",3,9,Bender,"Well I don't love them. Aw! I don't know why but when I look down at their little faces, it makes me wanna puke! In a good way!",A baby penguin looks up at him and cheeps.He regurgitates some food into it's mouth. Leela looks away.,"37
"
8187,"4 March, 2001",3,9,Penguins,Stand still. It's our only hope.,in penguin,"37
"
8188,"4 March, 2001",3,9,Bender,That's puffin talk. Now follow me!,in penguin,"37
"
8189,"4 March, 2001",3,9,Leela,"Stop! Stop shooting! It's me, Leela.",,"37
"
8190,"4 March, 2001",3,9,Hunter #2,Sorry.,,"37
"
8191,"4 March, 2001",3,9,Waterfall Sr.,"Why aren't you firing randomly into those birds, little lady? Don't you wanna help 'em?",,"37
"
8192,"4 March, 2001",3,9,Leela,Not this way.,,"37
"
8193,"4 March, 2001",3,9,Waterfall Sr.,What? Why you're not a tree-hugging kook at all!,,"37
"
8194,"4 March, 2001",3,9,Leela,"Look, I don't know if shooting penguins will help the environment or not. But I do know the decision shouldn't be in the hands of people who just wanna kill for fun.",,"37
"
8195,"4 March, 2001",3,9,Waterfall Sr.,"Leela, you may just be farming some free-range truth there. On the other hand, we already made up 200 pounds of batter for penguin tempura. OK, boys, it's them or us!",Leela smiles.,"37
"
8196,"4 March, 2001",3,9,Leela,No!,,"37
"
8197,"4 March, 2001",3,9,Waterfall Sr.,Hey! Where'd they--,,"37
"
8198,"4 March, 2001",3,9,Bender,Attack!,shouting,"37
"
8199,"4 March, 2001",3,9,Hunter #1,Whoa!,,"37
"
8200,"4 March, 2001",3,9,Hunter #2,Ow!,,"37
"
8201,"4 March, 2001",3,9,Bender,We will fight them on the beaches! We will fight them on the glaciers!,in penguin,"37
"
8202,"4 March, 2001",3,9,Waterfall Sr.,Make sure they use every part of my body!,shouting,"37
"
8203,"4 March, 2001",3,9,Old Man Waterfall,"I'll avenge your death, son!",shouting,"37
"
8204,"4 March, 2001",3,9,Leela,They used to be such peaceful birds. I suppose this was your doing.,,"37
"
